text_clean,label
loop quantum theory constitute small discontinuous space new method apply biology model protein fold lung propose model know result use four approximate conclusion obtain structure quantized space region finite various singularity correspond fold cross point different type catastrophe exist base inseparability correlativity biological system nonlinear whole biology propose four basic hypothesis form may unify reductionism holism structuralism functionalism finally medical meaning theory discuss briefly,physics.gen-ph
recently demonstrate deep neural network significantly improve performance single image superresolution sisr numerous study concentrate raise quantitative quality superresolved sr image however method target psnr maximization usually produce blurred image large upscaling factor introduction generative adversarial network gans mitigate issue show impressive result synthetic highfrequency texture nevertheless ganbased approach always tendency add fake texture even artifact make sr image visually higherresolution paper propose novel perceptual image superresolution method progressively generate visually highquality result construct stagewise network specifically first phase concentrate minimize pixelwise error second stage utilizes feature extract previous stage pursue result well structural retention final stage employ fine structure feature distil second phase produce realistic result way maintain pixel structural level information perceptual image much possible useful note propose method build three type image feedforward process also explore new generator adopts multiscale hierarchical feature fusion extensive experiment benchmark datasets show approach superior stateoftheart method code available,cs.CV eess.IV
graph call tperfect stable set polytope define nonnegativity edge oddcycle inequality show decided polynomial time whether give clawfree graph tperfect,cs.DM cs.CC math.CO
investigate evolution intracluster medium cluster merger explicitly consider relaxation process ion electron nbody hydrodynamical simulation two subclusters collide bow shock form center two substructure propagate direction along collision axis shock primarily heat ion kinetic energy ion enter shock large electron ratio mass postshock region energy transport ion electron via coulomb couple however since energy exchange timescale depend gas density temperature distribution electron temperature become complex plasma mean temperature especially expand phase collision two subclusters gas outflow occur along collision axis also perpendicular direction gas originally locate central part subclusters move parallel perpendicular direction since equilibrium timescale gas along direction relatively short temperature difference ion electron large direction tilt angle pm circ respect collision axis electron temperature could significantly lower plasma mean temperature sim significance result interpretation xray observation briefly discuss,astro-ph
investigate multispacecraft observation january solar energetic particle event energetic electron proton observe remarkable large longitudinal range two stereo spacecraft soho suggest longitudinal spread nearly degree flare active region backside sun see earth separate degree longitude magnetic footpoints three spacecraft event characterize strongly delay energetic particle onset respect flare small anisotropy intensity measurement three location presence coronal shock evidence observation type ii radio burst earth stereo order describe observation term particle transport interplanetary medium include perpendicular diffusion model describe propagation along magnetic field line model droge propagation model model droge et al include perpendicular diffusion interplanetary medium apply respectively model capable reproduce observation model require injection function sun several hour model include lateral transport solar wind reveals high value ratio perpendicular parallel diffusion find evidence unusual long injection function sun favor scenario strong perpendicular transport interplanetary medium explanation observation,astro-ph.SR
prove mild assumption heart twin cotorsion pair stuv triangulate category quasiabelian category also krullschmidt tu show heart cotorsion pair st equivalent gabrielzisman localisation class regular morphisms particular suppose cluster category rigid object xr ideal morphisms factor xrkerhomr application result show cxr quasiabelian category also obtain new proof equivalence localisation category class regular morphisms certain subfactor category,math.CT math.RT
aim recently develop microscopic monte carlo approach study surface chemistry interstellar grain morphology ice mantle method design eliminate problem inherent rateequation formalism surface chemistry report first use method chemical model cold interstellar cloud core include gasphase surface chemistry surface chemical network consist small number diffusive reaction produce molecular oxygen water carbon dioxide formaldehyde methanol assort radical method simulation start run gasphase model include accretion onto grain surface chemistry evaporation start surface consist either flat rough olivine introduce surface chemistry three specie co iterative manner use stochastic technique condition simulation atomic hydrogen evaporate significant extent although little effect gasphase specie evaporation atomic hydrogen change gasphase abundance turn change flux atomic hydrogen onto grain effect surface chemistry treat convergence occurs neglect nonthermal desorptive process result determine mantle abundance assort molecule function time yr method also allow determination abundance molecule specific monolayers mantle result compare observation water carbon dioxide carbon monoxide methanol ice source elias slight underproduction mantle co result good agreement observation,astro-ph
next generation cosmology space mission sensitive parasitic signal arise cosmic ray use composite bolometer investigate pulse produce alpha particle order understand movement energy produce ionise radiation use series measurement mk compare typical fitting algorithm mathematical model second method pulse interpretation convolve detector thermal response function start profile thermalised athermal phonons take account effect heat propagation use new fit method eliminate need nonphysical quadratic nonlinearity factor produce use common method find pulse form good agreement know aspect thermal physic work carry forward effort produce physical model energy deposition detector model motivate reproduction statistical feature experimental dataset new interpretation alpha pulse shape represent improvement current understanding energy propagation mechanism detector,astro-ph.IM physics.ins-det
realvalued set function additively approximately submodular satisfies submodularity condition additive error approximate submodularity arise many setting especially machine learn function evaluation might exact paper study close approximately submodular function truly submodular function show approximately submodular function define ground set element pointwiseclose submodular function result also provide algorithmic tool use adapt exist submodular optimization algorithm approximately submodular function complement show omegasqrtn low bound distance submodularity result stand contrast case approximate modularity distance modularity constant approximate convexity distance convexity logarithmic,cs.DS cs.DM cs.LG math.CO
abridge paper use riemann code computational astrophysics study interaction realistic distribution dust grain gas vertically stratify protostellar accretion disc disc model density temperature minimum mass solar nebula drive fullydeveloped turbulence via magnetorotational instability mri find inclusion standard dust gas ratio significant effect mri even dust sediment midplane accretion disc density distribution dust reach gaussian profile scale height dust derive show proportional reciprocal square root dust radius large dust show strong tendency settle midplane accretion disc tend organize elongate clump high density dynamic clump show consistent stream instability stream instability see vigorous persistent form stream high density dust display reduce rms velocity dispersion dense clumping large dust show form stream intersect also show mean free path collision time dust participates stream instability reduce almost two order magnitude relative average mean free path collision time show large dust au simulation propensity grain coalescence,astro-ph
perovskite solar cell psc show behave couple ionicelectronic conductor strong evidence ionic environment moderate rate electronhole recombination band offset planar psc numerous model present explain behavior perovskite solar cell date single model emerge explain frequency time dependent response device present straightforward couple ionicelectronic model use explain large amplitude transient behavior impedance response psc,cond-mat.mtrl-sci physics.chem-ph
quantum computer invaluable tool explore property complex quantum system show dynamical localization quantum sawtooth map highly sensitive quantum coherent phenomenon simulate actual smallscale quantum processor result demonstrate quantum compute dynamical localization may become convenient tool evaluate advance quantum hardware performance,quant-ph cond-mat.mes-hall nlin.CD
consider index data structure similar string generalize suffix tree solution generalize suffix tree two string compact trie represent suffix ab leave construct oab time however two string similar generalize suffix tree efficient exploit similarity usually represent alignment paper propose spacetimeefficient suffix tree alignment wisely exploit similarity alignment suffix tree alignment ld leave ld sum length part different sum length common part compromise pattern search reduce space suffix tree search pattern opocc time occ number occurrence also present efficient algorithm construct suffix tree alignment suffix tree construct scratch algorithm require oa ld time sum lengths common substring suffix tree already give require old time,cs.DS
derive angular correlation function sample source detect rosat sky survey bright source catalogue order investigate clustering property agn local universe sample construct reject know star well extend xray source area deg declination deg also reject due high uncertain neutral hydrogen absorption crosscorrelation sample hamburgrass optical identification catalogue suggest vast majority source indeed agn sigma correlation signal degree detect wtheta deg assume usual powerlaw form point correlation function find angular correlationlength degree deprojection dimension use limber equation yield spatial correlation length mpc consistent agn cluster result derive high redshifts optical survey suggest comoving model cluster evolution,astro-ph
trace emergence massive quiescent galaxy qg population require buildup reliable quenched sample present hubble space telescope grism spectra quiescent galaxy candidate select cosmos field spectroscopic confirmation whole sample obtain within orbit base presence strong spectral break balmer absorption line combine spectra optical nearir photometry starforming solution formally reject entire sample broad spectral index consistent presence young atype star implies last major episode star formation take place earlier sim myr prior observation marginalise three different slope dust attenuation curve obtain short massweighted age average peak star formation rate modot yr despite mid farir data shallow determine obscure sfr galaxybygalaxy basis mean stack emission data constrains level residual obscure sfr globally modot yr hence three time scatter coeval main sequence alternatively radio detection suggest widespread radiomode feedback active galactic nucleus agn four time strong zsim massive qgs accompany fraction xray luminous agn black hole accretion rate per unit sfr enhance factor respect similarly massive qgs lower redshift average compact high sersic index morphology galaxy couple young massweighted age suggest mechanism responsible development spheroidal component might concomitant precede cause quench,astro-ph.GA
material couple compete order parameter display highly tunable ground state subtle perturbation reveal distinct electronic magnetic phase phase generally underpinned complex crystal structure role structural complexity phase often unclear use group theoretic method firstprinciples calculation analyze set coupled structural distortion underlie polar charge orbitally order antiferromagnetic ground state asite order show distortion play key role establish ground state stabilize network domain wall vortex furthermore show crystal structure provide knob control compete electronic magnetic phase structural domain wall epitaxially strain thin film result provide new understanding complex physic realize across multiple length scale demonstrate framework systematic exploration correlate structurally complex material,cond-mat.str-el cond-mat.mtrl-sci
spite high accuracy exist optical mark read omr system device restriction remain existent work aim reduce restriction multiple choice question mcq within test use image registration technique extract answer box answer sheet unlike system rely simple image process step recognize extract answer box address problem another perspective training machine learn classifier recognize class answer box ie confirm crossed blank answer give ability deal variety shade mark pattern distinguish choose ie confirm canceled answer ie crossed exist machine learn technique require large number example order train model classification therefore present dataset include six real mcq assessment different answer sheet template evaluate two strategy classification straightforward approach twostage classifier approach test two handcrafted feature method convolutional neural network end present easytouse graphical user interface propose system compare exist omr system propose system least constraint achieve high accuracy believe present work direct development omr system towards reduce restriction mcq test,cs.CV
search transit exoplanets around star beta pictoris use high resolution spectroscopy doppler image remove need standard star observation data obtain vlt uves course observe campaign throughout monitor hill sphere transit exoplanet beta pictoris utilize line profile tomography method discovery transit exoplanets measure exoplanet distortion stellar line profile remove need reference star measurement demonstrate method white noise simulation look case beta pictoris delta scuti pulsator describe method remove stellar pulsation perform search transit exoplanets resultant data set inject fake planet transit vary orbital period planet radius spectra determine recovery fraction photon noise limited case recover planet neptune radius sim success rate use telescope rsim spectrograph minute observation per night pulsation beta pictoris limit sensitivity jupitersized planet pulsation removal algorithm improves limit saturnsized planet present two planet candidate argue signal likely cause phenomenon demonstrate method search transit exoplanets require ancillary calibration observation ii work star whose rotational broadening resolve high spectral dispersion spectrograph iii provide low limit far radii transit jupitersized exoplanets around beta pictoris orbital period day day coverage,astro-ph.EP astro-ph.IM
boundary problem graph like pascal general multiplicity edge relate backward problem moment hausdorff type,math.PR
aim present paper obtain sjolintype maximal estimate pseudodifferential operator homogeneous symbol crux proof obtain phase decomposition formula involve time traslation proof somehow parallel paper pramanik terwilleger malabika terwilleger weak estimate maximal dyadic sum operator rn illinois math bf present paper mainly concentrate new phase decomposition formula result cotlar type estimate different one pramanik terwilleger,math.FA
water drop impact superhydrophobic surface shs rebound completely remarkable elasticity impact balance inertial capillary force ascertain contact time find fairly constant macroscopically flat shs give drop volume recently various study show break radial symmetry drop impact significantly reduce contact time flat shs one study perform cylindrical shs curvature comparable drop reduction contact time attribute radially anisotropic flow impart tangential component momentum elliptical footprint drop crash perform drop impact experiment bathtublike shs show radial anisotropy trigger even absence criterion mention show consequence lamella deflection spread drop reduction contact time quite clearly evident experimental regime,physics.flu-dyn cond-mat.soft
develop geometrodynamical approach cosmological constant problem ccp invoke geometry induce energymomentum tensor vacuum matter radiation construction utilize dual role metric tensor structure spacetime manifold energymomentum tensor vacuum give rise framework vacuum energy induce matter radiation instead gravitate facilitates generation gravitational constant nonvacuum source comprise matter radiation gravitate normally level classical gravitation mechanism deaden ccp yet quantum gravitational effect strong de sitter space keep existent,hep-th astro-ph.CO gr-qc hep-ph
report measurement cpviolation parameter resonance use new tag method call bpi tag decay contain neutral meson charge charge pion neutral reconstruct jpsi cpeigenstate decay channel initial flavor neutral meson moment decay opposite charge may thus infer charge pion without reconstruct charge asymmetry bpi bpi tag jpsi ks yield determine pm stat pm syst result base fb data record belle detector kekb collider,hep-ex
measurement cosmic microwave background cmb anisotropy provide strong evidence existence dark matter dark energy also test composition probe energy density particle mass different darkmatter darkenergy component cmb data already show ultralight axions ulas mass range rm ev rm ev compose fraction cosmological critical density sensitivity propose cmbstage iv experiment assume arcmin beam mu krmarcmin noise level sky fraction density ulas darksector component assess data sim time sensitive ula energydensity planck data alone across wide range ula mass rm ev probe axion decay constant faapprox rm gev grand unify scale could improve cmb low bound ula mass sim rm ev rm ev near mass range probe dwarf galaxy abundance darkmatter halo density profile improvement allow multisigma detection percentlevel departures cdm wide range mass much improvement drive effect weak gravitational lensing cmb break degeneracy ulas neutrino also find addition ula parameter significantly degrade sensitivity cmb neutrino mass result obtain use axioncamb code modification camb boltzmann code present public use,astro-ph.CO hep-ph
study paper one parameter deformation qlaguerre weight function investigation make polynomial orthogonal respect weight aid two compatibility condition previously obtain citechenism qanalog sum rule obtain paper derive expression recurrence coefficient term certain auxiliary quantity show quantity satisfy pair first order non linear difference equation difference equation similar form recognize asymmetric discrete painleve system alpha qpiv alpha qpv,math.CA
problem shannon entropy estimation countable infinite alphabet address study use convergence result entropy functional know discontinuous respect total variation distance inftyalphabets sufficient condition convergence entropy use include scenario finitely infinitely supported assumption distribution new perspective four plugin histogrambased estimator study show convergence result instrumental derive new strong consistency rate convergence result different scenario condition use estimator underlie distribution consider example finite unknown support assumption summable tail bound condition,cs.IT cs.LG math.IT
probabilistic program usually possible automatically derive exact information property distribution state give program point instead one attempt derive approximation upper bound tail probability bound obtain via concentration inequality rely moment distribution expectation first raw moment variance second central moment tail bound obtain use central moment often tighter one obtain use raw moment automatically analyze central moment challenge paper present analysis probabilistic program automatically derive symbolic upper low bound variance well high central moment cost accumulator overcome challenge highermoment analysis generalizes analyse expectation algebraic abstraction simultaneously analyze different moment utilizing relation key innovation notion momentpolymorphic recursion practical derivation system handle recursive function analysis implement use templatebased technique reduces inference polynomial bound linear program experiment prototype centralmoment analyzer show despite analyzer upperlower bound various quantity obtain tight tail bound exist system use raw moment expectation,cs.PL
electric magnetic thermal property three perovskite cobaltite hole dope ferromagnetic ground state investigate low temperature decrease size large cation ferromagnetic curie temperature spontaneous moment cobalt gradually suppress tc mub mub mub nd sr pr ca nd ca respectively moment reduction respect moment conventional ferromagnet la sr tc mub socalled isls state co co originally interpret use phaseseparation scenario base present result mainly analysis schottky peak originate zeeman split ground state kramers doublet nd find however ferromagnetic phase nd ca likely also pr ca uniformly distribute sample volume despite severe drop moment ground state compound identify lslsrelated phase derive theoretically sboychakov textitet al phys rev textbf ground state nd sr intermediate cobalt moment inhomogeneous due compete lsls isls phase theoretical part study crystal field split level nd pr ce pr calculate magnetic characteristic present,cond-mat.mtrl-sci
advancement nanomaterials nanostructures enable possibility fabricate multifunctional material hold great promise engineering application carbon nanotube cntbased nanostructure one representative building block multifunctional material base series silico study report tailorability thermal conductivity threedimensional cntbased nanostructure ie single wall cnt swntbased super nanotube st show thermal conductivity sts varies different connect carbon ring st longer constituent swnts large diameter yield small thermal conductivity result reveal inverse st thermal conductivity exhibit good linear relationship inverse length particularly find thermal conductivity exhibit approximately proportional relationship inverse temperature appear insensitive axial strain due poisson ratio result one hand provide fundamental understanding thermal transport property super carbon nanotubes conductivity st hand shed light future design fabrication engineering application,physics.comp-ph cond-mat.mtrl-sci
transformerbased selfsupervised model train feature extractor empower many downstream speech task achieve stateoftheart performance however train inference process model may encounter prohibitively high computational cost large parameter budget although parameter share strategy ps propose albert pave way parameter reduction computation require remain interestingly find experiment distribution feature embeddings different transformer layer similar ps integrate property term layer consistency lc paper give similarity feature distribution assume feature embeddings different layer would similar represent power work layer consistency enable adopt transformerbased model efficient manner number conformer layer train iteration could uniformly sample shallow layer inference sli could apply reduce number layer inference stage experiment model train librispeech dataset evaluate phone classification speech recognition task experimentally achieve parameter reduction training speedup inference speedup maintain comparable performance conventional bertlike selfsupervised method,cs.CL cs.SD eess.AS
method extract polarization omega hyperon produce via strong interaction present assume spin particle correspond spin density matrix write term seven nonzero polarization parameter retrievable angular distribution decay product moreover consider full decay chain omegarightarrow lambda krightarrow ppi magnitude asymmetry parameter betaomega gammaomega obtain method apply specific omega case generalize weakly decay hyperon perfectly suit panda experiment hyperonantihyperon pair copiously produce protonantiproton collision aim take step forward towards understand mechanism reigns strangeness production process,nucl-th
